City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
585,Souillac,-20.5167,57.5167,75.58,73,40,6.91,MU,2023-05-30 19:43:03
586,Longboat Key,27.4125,-82.659,91.29,41,75,11.5,US,2023-05-30 19:43:03
587,Ipora,-16.4419,-51.1178,84.65,38,100,3.2,BR,2023-05-30 19:43:03
588,Harstad,68.799,16.5293,45.79,100,100,21.99,NO,2023-05-30 19:43:04
589,Kashgar,39.4547,75.9797,70.81,26,20,4.47,CN,2023-05-30 19:43:04
590,Bikin,46.8161,134.26,43.14,84,21,3.87,RU,2023-05-30 19:43:05
591,Sao Joao Da Barra,-21.6403,-41.0511,75.29,76,78,8.95,BR,2023-05-30 19:43:05
592,Zaragoza,41.6561,-0.8773,77.45,45,75,14.97,ES,2023-05-30 19:42:46
593,Rechytsa,52.3617,30.3916,64.51,71,72,10.25,BY,2023-05-30 19:43:05
594,Puerto Deseado,-47.7503,-65.8938,59.61,49,100,27.13,AR,2023-05-30 19:43:06
